Well,Colony,CellCount,Expt,Time_Day,Condition,Cell.line,Paired,,,,,,,
D06,K,116,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D06,K,115,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D06,K,125,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D06,K,128,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,43,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,64,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,88,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,95,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,95,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,106,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,108,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,113,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,110,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,107,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D06,L,111,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,31,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,44,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,59,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,64,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,56,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,48,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,42,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,44,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,40,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,36,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D06,M,33,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,46,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,76,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,92,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,100,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,93,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,86,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,75,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,76,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,74,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,62,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D06,N,63,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,133,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,174,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,249,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,278,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,280,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,278,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,280,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,297,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,308,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,293,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,A,307,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,83,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,128,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,161,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,175,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,172,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,177,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,169,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,190,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,192,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,166,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,B,166,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,36,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,64,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,83,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,78,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,80,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,81,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,91,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,86,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,90,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,95,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,C,88,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,55,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,89,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,116,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,127,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,132,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,140,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,135,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,142,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,140,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,132,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,D,136,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,55,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,100,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,133,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,140,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,153,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,160,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,163,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,176,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,199,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,201,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,E,191,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,62,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,89,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,112,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,120,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,130,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,125,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,122,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,125,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,133,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,129,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,F,136,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,38,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,67,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,92,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,88,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,83,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,64,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,60,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,57,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,53,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,46,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,G,49,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,73,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,130,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,132,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,152,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,157,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,157,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,156,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,166,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,171,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,160,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,H,168,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,22,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,39,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,49,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,53,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,52,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,54,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,57,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,61,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,63,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,67,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,I,69,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,57,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,74,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,96,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,120,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,111,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,125,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,130,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,126,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,124,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,112,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,J,96,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,41,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,64,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,74,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,90,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,90,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,89,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,92,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,101,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,121,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,142,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D07,K,141,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,24,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,37,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,45,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,47,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,46,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,51,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,51,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,54,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,56,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,52,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,A,59,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,35,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,48,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,60,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,61,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,59,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,57,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,56,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,55,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,58,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,52,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,B,55,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,58,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,118,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,139,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,148,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,150,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,154,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,153,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,157,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,156,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,130,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,C,130,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,42,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,67,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,81,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,90,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,97,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,96,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,88,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,83,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,74,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,69,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,D,69,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,54,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,95,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,118,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,137,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,139,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,137,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,120,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,120,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,114,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,106,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,E,113,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,25,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,30,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,35,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,39,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,39,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,40,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,37,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,36,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,35,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,33,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,F,25,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,27,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,40,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,50,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,49,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,55,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,58,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,54,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,50,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,56,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,48,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,G,47,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,36,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,52,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,63,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,68,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,77,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,77,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,72,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,74,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,82,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,83,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,H,85,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,84,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,120,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,157,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,198,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,209,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,210,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,216,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,214,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,223,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,244,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,I,258,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,31,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,37,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,42,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,43,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,41,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,40,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,37,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,36,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,35,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,28,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
D08,J,31,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,29,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,47,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,56,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,58,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,58,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,63,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,60,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,65,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,67,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,75,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,A,83,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,18,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,38,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,56,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,56,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,58,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,53,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,48,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,43,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,38,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,36,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,B,36,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,23,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,43,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,61,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,63,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,73,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,80,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,82,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,86,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,85,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,87,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,C,88,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,38,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,40,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,65,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,69,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,74,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,77,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,71,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,74,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,68,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,71,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,D,67,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,26,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,42,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,55,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,59,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,58,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,60,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,58,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,58,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,57,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,63,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,E,66,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,29,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,44,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,89,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,102,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,102,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,109,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,111,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,114,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,113,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,112,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,F,115,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,56,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,105,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,149,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,185,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,193,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,199,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,202,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,184,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,175,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,142,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,G,143,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,62,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,89,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,115,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,126,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,119,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,111,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,102,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,74,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,99,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,87,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,H,86,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,29,X20130121,0,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,46,X20130121,1,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,55,X20130121,2,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,70,X20130121,3,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,72,X20130121,4,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,88,X20130121,5,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,111,X20130121,6,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,105,X20130121,7,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,127,X20130121,8,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,134,X20130121,9,Erlotinib,PC9.DS6,No,,,,,,,
E05,I,153,X20130121,10,Erlotinib,PC9.DS6,No,,,,,,,
