Well,Colony,CellCount,Expt,Time_Day,Condition,Cell.line,Paired,,,,,,,
F07,I,27,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,I,19,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,I,18,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,J,47,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,J,104,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,J,132,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,J,76,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,J,56,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,J,62,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,J,34,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,J,29,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,J,22,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,J,21,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,J,17,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,K,39,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,K,81,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,K,118,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,K,85,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,K,61,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,K,52,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,K,20,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,K,22,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,K,23,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,K,11,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,K,7,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,L,30,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,L,46,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,L,37,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,L,25,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,L,20,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,L,20,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,L,10,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,L,10,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,L,8,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,L,6,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,L,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,M,48,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,M,74,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,M,73,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,M,30,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,M,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,M,24,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,M,11,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,M,7,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,M,6,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,M,4,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,M,4,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,N,26,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,N,38,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,N,42,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,N,10,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,N,9,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,N,7,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,N,1,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,N,0,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,N,0,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,N,0,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,N,0,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,O,24,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,O,37,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,O,47,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,O,39,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,O,37,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,O,29,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,O,17,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,O,16,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,O,15,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,O,12,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,O,12,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,P,53,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,P,90,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,P,113,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,P,118,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,P,126,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,P,114,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,P,99,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,P,87,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,P,67,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,P,29,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,P,25,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,21,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,34,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,43,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,33,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,31,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,7,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,7,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,4,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,6,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,Q,8,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,R,12,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,R,26,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,R,20,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,R,8,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,R,3,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,R,7,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,R,2,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,R,3,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,R,4,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,R,1,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,R,2,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,S,21,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,S,24,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,S,22,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,S,16,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,S,12,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,S,11,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,S,9,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,S,9,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,S,6,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,S,3,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,S,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,T,28,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,T,31,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,T,23,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,T,18,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,T,17,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,T,14,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,T,11,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,T,12,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,T,13,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,T,6,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,T,7,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,U,63,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,U,101,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,U,101,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,U,64,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,U,68,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,U,43,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,U,10,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,U,7,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,U,6,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,U,3,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,U,3,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,V,68,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,V,148,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,V,121,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,V,80,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,V,72,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,V,59,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,V,34,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,V,39,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,V,36,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,V,22,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,V,23,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,W,13,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,W,24,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,W,26,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,W,14,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,W,12,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,W,4,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,W,6,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,W,2,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,W,3,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,W,2,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,W,2,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,X,154,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,X,255,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,X,323,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,X,211,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,X,185,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,X,139,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,X,60,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,X,58,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,X,54,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,X,33,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,X,31,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,30,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,51,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,51,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,13,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,9,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,8,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,1,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,3,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,2,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,0,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,Y,0,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,22,X20121104,0,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,38,X20121104,1,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,54,X20121104,2,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,38,X20121104,3,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,28,X20121104,4,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,25,X20121104,5,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,10,X20121104,6,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,10,X20121104,7,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,9,X20121104,8,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,6,X20121104,9,Erlotinib,PC9.C03,No,,,,,,,
F07,Z,6,X20121104,10,Erlotinib,PC9.C03,No,,,,,,,
B07,A,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,A,11,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,A,15,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,A,32,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,B,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,B,16,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,B,31,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,B,57,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,C,4,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,C,6,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,C,11,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,C,18,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,D,30,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,D,55,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,D,105,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,D,214,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,E,17,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,E,27,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,E,49,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,E,83,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,F,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,F,11,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,F,15,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,F,32,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,G,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,G,13,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,G,27,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,G,50,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,H,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,H,17,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,H,32,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,H,59,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,I,15,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,I,20,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,I,38,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,I,70,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,J,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,J,14,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,J,28,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,J,57,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,K,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,K,13,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,K,28,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,K,41,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,L,5,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,L,6,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,L,15,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,L,32,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,M,12,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,M,28,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,M,52,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,M,92,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,N,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,N,15,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,N,26,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,N,46,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,O,4,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,O,9,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,O,14,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,O,21,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,P,7,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,P,12,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,P,13,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,P,35,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,Q,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,Q,16,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,Q,28,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,Q,38,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,R,10,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,R,12,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,R,19,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,R,42,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,S,14,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,S,28,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,S,45,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,S,72,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,T,13,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,T,21,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,T,36,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,T,48,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,U,7,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,U,7,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,U,13,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,U,24,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,V,7,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,V,12,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,V,22,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,V,48,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,W,9,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,W,19,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,W,32,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,W,63,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B07,X,6,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B07,X,11,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B07,X,19,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B07,X,26,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,A,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,A,15,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,A,26,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,A,45,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,B,10,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,B,23,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,B,45,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,B,81,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,C,6,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,C,15,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,C,29,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,C,51,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,D,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,D,16,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,D,22,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,D,34,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,E,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,E,14,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,E,15,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,E,25,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,F,16,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,F,26,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,F,39,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,F,74,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,G,13,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,G,25,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,G,41,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,G,63,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,H,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,H,15,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,H,28,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,H,51,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,I,24,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,I,47,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,I,78,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,I,141,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,J,10,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,J,18,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,J,29,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,J,51,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,K,11,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,K,18,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,K,34,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,K,60,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,L,7,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,L,17,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,L,24,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,L,31,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,M,9,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,M,19,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,M,34,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,M,64,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,N,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,N,15,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,N,29,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,N,49,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,O,7,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,O,14,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,O,21,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,O,35,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,P,4,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,P,9,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,P,10,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,P,22,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,Q,6,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,Q,12,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,Q,21,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,Q,33,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,R,16,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,R,27,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,R,52,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,R,88,X20130121,3,DMSO,PC9.C03,No,,,,,,,
B08,S,8,X20130121,0,DMSO,PC9.C03,No,,,,,,,
B08,S,13,X20130121,1,DMSO,PC9.C03,No,,,,,,,
B08,S,24,X20130121,2,DMSO,PC9.C03,No,,,,,,,
B08,S,38,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,A,6,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,A,13,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,A,22,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,A,39,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,B,11,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,B,23,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,B,38,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,B,62,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,C,14,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,C,32,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,C,55,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,C,103,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,D,16,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,D,31,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,D,61,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,D,118,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,E,6,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,E,9,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,E,13,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,E,17,X20130121,3,DMSO,PC9.C03,No,,,,,,,
C07,F,18,X20130121,0,DMSO,PC9.C03,No,,,,,,,
C07,F,33,X20130121,1,DMSO,PC9.C03,No,,,,,,,
C07,F,72,X20130121,2,DMSO,PC9.C03,No,,,,,,,
C07,F,121,X20130121,3,DMSO,PC9.C03,No,,,,,,,
